lalalalalalala
|5064791|,|STAR GRIP WITCH SCREW M 12 NOVO GS|,|UN|,|0|
|5064801|,|LOCKING PIN W. KNOB NOVO SMART DT1 TABLE|,|UN|,|0|
|5065201|,|REPOSABRAZOS UNIVERSAL NOVO CE/TOP CE/SM|,|UN|,|0|
|5065211|,|Foot step (fully shoamed) Novo arm chair|,|UN|,|0|
|5065221|,|GOMA ELASTICA SUJECIÓN MANDO|,|UN|,|0|
|5065251|,|RUEDA CON FRENO NOVO|,|UN|,|0|
|5065261|,|RUEDA SIN FRENO M10 NOVO TOP|,|UN|,|0|
|5065621|,|ARM REST BRACKET W.UPPER TUBE RIGHT|,|UN|,|0|
|5065631|,|ARM REST BRACKET W.UPPER TUBE LEFT|,|UN|,|0|
|5065801|,|REPOSAPIES BLANCO NO TABLA TOP NOVO SMAR|,|UN|,|0|
|5066811|,|MANDO SILLON SMART|,|UN|,|0|
|5066901|,|MANDO CON TECLA SHOCK NOVO CE/XSK/TOP X|,|UN|,|0|
|5066921|,|MOTOR REPOSAPIES TOP CE/X/XSK NOVO CE/S/|,|UN|,|0|
|5066941|,|MOTOR RESPALDO NOVO CE/X/XSK*TOP CE/X/XS|,|UN|,|0|
|5067031|,|REPOSABRAZOS DERECHO BISAGRA NOVO/TOP|,|UN|,|0|
|5067041|,|MOTOR MEGAMET 24V/75W SMART|,|UN|,|0|
|5067251|,|TRANSFORMADOR 230V SMART|,|UN|,|0|
|5067311|,|ROLL WITH LOCK      NOVO CE/TOP300|,|UN|,|0|
|5067531|,|RUEDA SILLON TOP 220/330/SMART|,|UN|,|0|
|5067611|,|MANDO CONTROL BOX NOVO CE330/NOVO X/TOPX|,|UN|,|0|
|5067641|,|REPOSACUELLOS GRIS NOVO X/TOP X|,|UN|,|0|
|5067731|,|RUEDA DE AJUSTE+TORNILLO M12X45 LIKAMED|,|UN|,|0|
|5067941|,|ARM REST TUBE BOTTOM NOVO X|,|UN|,|0|
|5069061|,|COLCHONETA GRIS SMART|,|UN|,|0|
|5069071|,|Upholstery Azure *SMART|,|UN|,|0|
|5069151|,|AJUSTE ALTURA BRAZO NOVO X|,|UN|,|0|
|5069161|,|SET TAPONES GRIS TOP X/NOVO X|,|UN|,|0|
|5069171|,|SET TAPAS BLANCO/GRIS TOP CE/NOVO CE|,|UN|,|0|
|5069181|,|SET DE BUJES PARA SILLA TOP|,|UN|,|0|
|5069191|,|SET TORNILLOS Y PASADORES LIKAMED|,|UN|,|0|
|5070261|,|RUEDA MANUAL PARA PIECERO BEP|,|UN|,|0|
|5085213|,|TIRA REACTIVA IODURO POTÁSICO 6X100 TIRA|,|UN|,|0|
|5085213AR|,|KALIUM JODID PAPIER (CARTERA C/100TIRAS)|,|UN|,|0|
|5085731|,|Clear Surf (6 x 2l) GB/E/P/SLO|,|UN|,|0|
|5085731AR|,|Clear Surf|,|UN|,|0|
|5100851|,|PROVETA MEDICIÓN 100ML PLEXI|,|UN|,|0|
|5101281FA|,|TAM Scanner|,|UN|,|0|
|5101311|,|PL2051 FUGA CORRIENTE A PACIENTE ESC 205|,|UN|,|0|
|5101321|,|ADAPTADOR 380V ESC 2051|,|UN|,|0|
|5101341|,|INTRUMENTO DE MEDICION REVEX PLUS USD 11|,|UN|,|0|
|5101351|,|REVEX PLUS 230V W.BAG/W/O OPTION|,|UN|,|0|
|5101361|,|REVEX PLUS 230V W.BAG/ AND OPTION|,|UN|,|0|
|5304091|,|TRIAC 2008/4008|,|UN|,|0|
|5305191|,|Diode BYS 26-45|,|UN|,|0|
|5305961|,|PUENTE RECTIFICADOR 80V/25A|,|UN|,|0|
|5341561|,|REED-SWITCH PARA CAMARA DE LABADO 4008|,|UN|,|0|
|5522391|,|SCREW M6X12 2008H/K/T USA|,|UN|,|0|
|5536231|,|TUERCA M6 SUJECCIÓN MOTORES FLUJO/DESG.|,|UN|,|0|
|5537361|,|THOOT WASHER A 8,2 DIN 6797 V2A|,|UN|,|0|
|5537421|,|ARANDELA ESTRELLA 10,5 DIN 6798 VA|,|UN|,|0|
|5596901|,|WASHER A3.2 DIN 125 PERTINAX|,|UN|,|0|
|5596951|,|ARANDELA PLÁSTICO  (DELIV.UNIT 25)|,|UN|,|0|
|5620601|,|PASADOR PEDAL FRENO 4008/4008S V10|,|UN|,|0|
|5631481|,|CIRCLIP|,|UN|,|0|
|5631491|,|CIRCLIP PASADORES (SHUNT) SUPERIORES|,|UN|,|0|
|5631551|,|CIRCLIP|,|UN|,|0|
|5651571|,|MEMBRANA CÁMARA DE BALANZAS|,|UN|,|0|
|5653271|,|5-WAY-SOCKET-COVER|,|UN|,|0|
|5653421|,|MOTOR BOMBA FLUJO COMPLETO 2008K/CDS08|,|UN|,|0|
|5663071|,|ARANDELA CON FILTRO 2008/4008|,|UN|,|0|
|5670011|,|TUBE TAB 3/4"2008/4008|,|UN|,|0|
|5671721|,|TORNILLO BISAGRA TAPA BOMBA ARTERIAL|,|UN|,|0|
|5725971|,|SILEMBLOCK BOMBA DESGASIFICADOR-FLUJO|,|UN|,|0|
|5727011|,|ABRAZADERA ROSCADA D8-16 ACERO|,|UN|,|0|
|5727201|,|HOSE CLIP THREADED d9-12 ZINC COATED|,|UN|,|0|
|5763201|,|CONEXION T PEQUENA 2008/4008|,|UN|,|0|
|5790211|,|SEAL 2008/4008|,|UN|,|0|
|5790581|,|JUNTA TTORICA 9X1.5 (25 UNID)|,|UN|,|0|
|5790721|,|JUNTA TORICA ASIENTO EV 6x1.5 (D. U. 25)|,|UN|,|0|
|5790951|,|O-RING GRANDE BI BAG  (DELIV.UNIT 10)|,|UN|,|0|
|5910011|,|Tangit-PVC Cleaner 125 ml can|,|UN|,|0|
|5930001|,|Tangit-PVC adesive 125 G tube|,|UN|,|0|
|5930151|,|SECURING LAQUER FOR TRIMMPOTS/SCREWS|,|UN|,|0|
|6288161|,|PH-FIX 3.6-6.1TIRAS REACTIVAS 100 UN|,|UN|,|0|
|6295971|,|Concentrado Genius (polvo) DS 140/40-90|,|UN|,|0|
|6295971AR|,|DS 140/40 90 LITRES|,|UN|,|0|
|6297531|,|SINGLE - OSMOSIS REVERSA   AquaUNO|,|UN|,|0|
|6297531FA|,|SINGLE - OSMOSIS REVERSA   AquaUNO|,|UN|,|0|
|6297561FA|,|Single-Osmosis Rev.|,|UN|,|0|
|6301201|,|ETIQUETA MANTENIMIENTO (10 Ud.)|,|UN|,|0|
|6301461|,|ADAPTADOR CONDUCTIVIMETRO LF318+330I|,|UN|,|0|
|6303711|,|MANGUITE DE PRESIÓN SANGUINEA 23-33 CM 4|,|UN|,|0|
|6303871|,|KIT ESD MANTAS COMPLETO|,|UN|,|0|
|6303881|,|KIT ESD TALLER COMPLETO|,|UN|,|0|
|6305481|,|CAN KEY CITRO-PURI-SPORO (5L-CAN.)|,|UN|,|0|
|6306351|,|CD-TEMPERATURE MEASURING DEVICE W/O USB|,|UN|,|0|
|6306751|,|SENSOR DE PRESIÓN CDS08 /MT 30,50 PSI|,|UN|,|0|
|6307571|,|TORQUIMETRO  2 - 10 NMM|,|UN|,|0|
|6307671|,|ADAPTER GENIUS|,|UN|,|0|
|6308051|,|SENSOR EXTERNO TANQUE. CPL|,|UN|,|0|
|6308761|,|FILTER EISATZ GRANUMIX GX1-9 3/4",1µm|,|UN|,|0|
|6308781|,|CARTUCHO FILTRO GX5 9 3/4" 5µm|,|UN|,|0|
|6309291|,|HOSE CLIP S 28/9 STAINLESS|,|UN|,|0|
|6309351|,|VPE-PIPE PEX 25x3,5MM (SOLD BY METER)|,|M|,|0|
|6309401|,|CASQUILLO PEX|,|UN|,|0|
|6309861|,|SET RESISTENCIAS CALIBRACIÓN AQUASAFE|,|UN|,|0|
|6311081|,|NIPPLE,MALE NW 6-R 1/4"-11MM S/S|,|UN|,|0|
|6311111|,|CONECTOR DRENAJE M.HD MVZ08|,|UN|,|0|
|6311271|,|Pressure Gauge 6bar R 1/4"|,|UN|,|0|
|6311891|,|HANGER SCREW M8X80mM   FWT|,|UN|,|0|
|6312051|,|CONECTOR HEMBRA 6,4 mm. CON PUERTO 1/4|,|UN|,|0|
|6312071|,|CONECTOR MACHO. PUERTO 1/4 (TANQUE)|,|UN|,|0|
|6312881|,|MANGUERA AZUL 19X6MM AQUA... (POR METRO)|,|UN|,|0|
|6312931|,|TANQUE SALMUERA 280L. 24"x 40" FWT|,|UN|,|0|
|6312941|,|LF-CELL TETRACON 325 WITH CABLE 1,5M|,|UN|,|0|
|6314081|,|PIPE CLAMP M8 44-49MM|,|UN|,|0|
|6314271|,|CPU AQUASAFE|,|UN|,|0|
|6314381|,|SENSOR CONDUCTIVIDAD/TEMP.  AQUASAFE|,|UN|,|0|
|6314431|,|VÁLVULA MAGNETICA V-1-2-9 AQUASAFE|,|UN|,|0|
|6314501|,|SET JUNTAS TÓRICAS   AQUASAFE|,|UN|,|0|
|6314711|,|SOPORTE 90° TUBO PEX|,|UN|,|0|
|6315141|,|CABEZA DE ENGRANAJES CDS08 (SISTEMA C.)|,|UN|,|0|
|6315181|,|SIFON 1 1/4" X 40 MM BLANCO AGUA MSC|,|UN|,|0|
|6315591|,|SAL PASTILLAS P/REG.25KGS|,|UN|,|0|
|6316031|,|CODO 90° PEX 25X3,5MM, S/S|,|UN|,|0|
|6316041|,|ACOPLO MANGUERAS 20 MM. PEX 25X3,5MM S/S|,|UN|,|0|
|6318071|,|Brine Drum With Brine Valve|,|UN|,|0|
|6318201|,|DRAIN FUNNEL WITH COVER *MSP*MSR|,|UN|,|0|
|6318631|,|COMPRESSION AID FOR PEX TUBING SEMICIRCL|,|UN|,|0|
|6319401|,|DISCO DE DUREZA 1 K30-K2000 AQUASAFE|,|UN|,|0|
|6319411|,|DISCO DE DUREZA 2 K30-K2000 AQUASAFE|,|UN|,|0|
|6319421|,|DISCO DE DUREZA 3 K30-K2000 AQUASAFE|,|UN|,|0|
|6319431|,|DISCO DE DUREZA 4 K30-K2000 AQUASAFE|,|UN|,|0|
|6319441|,|DISCO DE DUREZA 5 K30-K2000 AQUASAFE|,|UN|,|0|
|6319451|,|DISCO DE DUREZA 6 K30-K2000 AQUASAFE|,|UN|,|0|
|6319461|,|DISCO DE DUREZA 7 K30-K2000 AQUASAFE|,|UN|,|0|
|6319471|,|DISCO DE DUREZA 8 K30-K2000  AQUASAFE|,|UN|,|0|
|6319681|,|JUNTA TORICA TAPA  TANQUE|,|UN|,|0|
|6319731|,|JUNTA TÓRICA MÓDULOS 23X2  MSC/AQUASAFE/|,|UN|,|0|
|6319971|,|SEPTUM(SAMPLE PORT)*AQUASAFE/STORE/B DUO|,|UN|,|0|
|6321091|,|UV LAMP WTU|,|UN|,|0|
|6321211|,|TUERCA DE UNION DE PVC DR|,|UN|,|0|
|6321231|,|CHECK VALVE WTU|,|UN|,|0|
|6321271|,|LLAVE BYPASS     WTU|,|UN|,|0|
|6321291|,|FLOWMETER 10-160 LTR./HORA|,|UN|,|0|
|6321321|,|CÉLULA CONDUCTIVIDAD      WTU|,|UN|,|0|
|6321361|,|RACORT MANÓMETRO WTU|,|UN|,|0|
|6321401|,|CABEZA BOMBA WTU|,|UN|,|0|
|6321441|,|TARJETA ELECT.CONTROL WTU|,|UN|,|0|
|6323271|,|ACTUADOR CONTRALAVADO Z11S FWT|,|UN|,|0|
|6324761|,|Insulating material 28mm AFSH13/28A 2Mtr|,|UN|,|0|
|6325631|,|CONECTOR RECTO PERMEADO INOX*MSC|,|UN|,|0|
|6325641|,|CONECTOR PERMEADO 180° SIMPLE-MSC S/S|,|UN|,|0|
|6325691|,|AQUA WTU 125L|,|UN|,|0|
|6325691FA|,|AquaWTU 125|,|UN|,|0|
|6325701|,|AquaWTU 250|,|UN|,|0|
|6325701FA|,|AquaWTU 250|,|UN|,|0|
|6325801|,|PEX 25X3,5MM 180º CONEXIÓN MANGUERA AS.|,|UN|,|0|
|6326351|,|CONNECTING UNIT SINGLE RO 08|,|UN|,|0|
|6326701|,|PIPE CLAMP M8 25-28MM|,|UN|,|0|
|6327411|,|INTERRUPTOR ALIMENTACIÓN Y/O AQUAWTU|,|UN|,|0|
|6327431|,|FUENTE ALIMENTACIÓN 24 VDC 4.5A AQUAWTU|,|UN|,|0|
|6327661|,|MEMBRANA OSMOSIS INVERSA AQUAWTU|,|UN|,|0|
|6327781|,|BOMBAPROCON AQUAWTU 125L|,|UN|,|0|
|6327931|,|LÁMPARA ULTRAVIOLETA AQUAWTU|,|UN|,|0|
|6328331|,|FLOWMETER CPL. AquaHWCS/AquaB DUO|,|UN|,|0|
|6328471|,|socket cee 32A aquahwcs|,|UN|,|0|
|6328551|,|Connecting Nipple AquaB Duo/AquaHWCS|,|UN|,|0|
|6340551|,|SONDA NIVEL DEPOSITO AquaUNO|,|UN|,|0|
|6340571|,|CONTROL P.C.B. 115v/230v*AQUAUNO|,|UN|,|0|
|6340621|,|STENOSIS HOLE|,|UN|,|0|
|6340651|,|STENOSIS PP|,|UN|,|0|
|6340661|,|STENOSIS D2.4|,|UN|,|0|
|6340711|,|CONDENSADOR 10MF450V|,|UN|,|0|
|6340751|,|CABEZA BOMBA AQUAUNO|,|UN|,|0|
|6340761|,|MOTOR (0,23 KW/220 V) AquaUNO|,|UN|,|0|
|6341141|,|O-RING 19X4MM EPDM   AquaB DUO|,|UN|,|0|
|6341321|,|SERVO FLOAT BREAK TANK AquaB/AquaB DUO|,|UN|,|0|
|6341761|,|BUS CABLE 4X2X0,8 100M *AQUADETECTOR|,|UN|,|0|
|6341771|,|CONNECTION SOCKET (JUNG) *AQUADETECTOR|,|UN|,|0|
|6341781|,|LEAKAGE SENSOR WITH CABLE *AQUADETECTOR|,|UN|,|0|
|6342151|,|O-RING KIT MEMBRANE MODULE TYP A AquaXXX|,|UN|,|0|
|6342721|,|PERMEATE CONN.PEX 2XSTRAIGHT, D-MSC,S/S|,|UN|,|0|
|6342881|,|SERVO VALVE W.NOZZLE+ MEMBRANE CPL..|,|UN|,|0|
|6342901|,|COVER FRAME 1-FOLD *AQUADETECTOR|,|UN|,|0|
|6343081|,|VALVULA 2/2 24VDC DN7 0,2-10BAR AQUAUNO*|,|UN|,|0|
|6343381|,|Socket de conexion de equipotencial MVZ|,|UN|,|0|
|6343481|,|AquaC CART|,|UN|,|0|
|6343491|,||,|UN|,|0|
|6343491FA|,|AquaUno Porter|,|UN|,|0|
|6343791|,|Touch Panel * Aquastore|,|UN|,|0|
|6344191|,|ACOPLAMIENTO DENTADO AquaWTU|,|UN|,|0|
|6344201|,|LAMINA FRONTAL AQUAUNO EX EC015|,|UN|,|0|
|6344211|,|KEYBOARD P.C.P. AquaUNO ex EC015|,|UN|,|0|
|6344231|,|TAPON DESINFECCION CON FIJADOR AquaUNO|,|UN|,|0|
|6344311|,|VALVULA AR TOMA MUESTRAS SEPTUM|,|UN|,|0|
|6344691|,|DISPLAY WITH CABLE AQUAUNO|,|UN|,|0|
|6344971|,|SOCKET CEE 16A TYPE 5103A|,|UN|,|0|
|6345491|,|SERVO VALVULA V1 COMPETA|,|UN|,|0|
|6345791|,|Schelle VA 25-45/16|,|UN|,|0|
|6346091|,|CUBIERTA TAPON  DE AQUAUNO|,|UN|,|0|
|6346391|,|DRAIN FUNNEL WITH COVER MSP|,|UN|,|0|
|6346401|,|TAPA DRENAJE MSP|,|UN|,|0|
|6346511|,|ANILLO DE PERMEADO|,|UN|,|0|
|6346681|,|BLOQUE PP CAUDALIMETRO (AQUA B/DUO/HWCS)|,|UN|,|0|
|6347411|,|STENOSIS D1.2|,|UN|,|0|
|6348241|,|THREAD BAR M8 X 1M; ZINC COATED|,|UN|,|0|
|6348631|,|SENSOR PRESION 0-10 BAR AQUABPLUS HF|,|UN|,|0|
|6348661|,|SENSOR PRESION 0-20 BAR CONC. AQUABPLUS|,|UN|,|0|
|6349011|,|SENSOR TEMPERATURA CONDUCT. AQUABPLUS|,|UN|,|0|
|6349111|,|NITRATE/NITRATE TEST STRIPS (100PCE)|,|UN|,|0|
|6349521|,|TOMA DE MUESTRAS INOX PREFILTRADO|,|UN|,|0|
|6360061|,|Softener Head Autotrol for E080/E150 FWT|,|UN|,|0|
|6360371|,|TEMPERATURE SENSOR AQUA A HT|,|UN|,|0|
|6360401|,|SURFACE MOUNT CAP SINGLE WHITE JUNG *FWT|,|UN|,|0|
|6360651|,|BACKWASHABLE FILTER|,|UN|,|0|
|6360731|,|FILTER CARTRIDGE|,|UN|,|0|
|6361161|,|KEY FOR FILTER HOUSING BIG BLUE 20"|,|UN|,|0|
|6361181|,|SAMPLE PORT W. PLUG INSERT PP FWT|,|UN|,|0|
|6361201|,|CONTROL HEAD PERFORMA WPT FWT|,|UN|,|0|
|6361221|,|COLECTOR SUPERIOR 3/4 1009116 PERFORMA|,|UN|,|0|
|6361231|,|COLECTOR SUPERIOR 1 1/2 MAGNUM 1009115|,|UN|,|0|
|6361241|,|Valve Softener Triplex Performa 278 FWT|,|UN|,|0|
|6361251|,|Valve Softener Magnum IT 2 TW 764 FWT|,|UN|,|0|
|6361261|,|VALVULA PARA SALERO MAGNUM|,|UN|,|0|
|6361271|,|VALVULA SALMUERA DESCALCIFICADOR E080/E1|,|UN|,|0|
|6361371|,|Valve Head Magnum WPT FWT|,|UN|,|0|
|6361411|,|TIMER LOGIX 764|,|UN|,|0|
|6361861|,|CLOSING CONTACT ELEMENT AQUAA2|,|UN|,|0|
|6361891|,|Syphon 1 1/4 x 40 MSC|,|UN|,|0|
|6361941|,|Heater H2 3X3 5 KW Aqua ASFH/HT|,|UN|,|0|
|6361951|,|Heater H1 3x3 KW Aqua A2 FH/HT|,|UN|,|0|
|6363361|,|PRESSURE SWITCH 1/4' 1-6 BAR AQUAB2|,|UN|,|0|
|6363601|,|MODULE PIPE CAP REMOVING TOOL|,|UN|,|0|
|6363611|,|RO-MODULE REMOVING TOOL|,|UN|,|0|
|6363681|,|PLACA MADRE P.C.B. AQUABPLUS|,|UN|,|0|
|6363721|,|PLACA FUNC. EMERGENCIA P.C.B. AQUABPLUS|,|UN|,|0|
|6363731|,|CPU P.C.B. AQUABPLUS|,|UN|,|0|
|6363761|,|CDT-BLOCK VR20 AQUABPLUS|,|UN|,|0|
|6363781|,|VENTURI TUBE AQUABPLUS|,|UN|,|0|
|6363841|,|VALVE CONCENTRATE PRESSURE AQUABPLUS|,|UN|,|0|
|6363851|,|SOLENOID VALVE V27 AQUABPLUS|,|UN|,|0|
|6363901|,|BLOQUE COMPL. CAUDALIMETRO AQUABPLUS|,|UN|,|0|
|6364151|,|JG ELBOW SCREW CONNECTOR4MM AQUA BPLUS|,|UN|,|0|
|6364231|,|Pressure Holding Valve D6/VR9 AquaBPlus|,|UN|,|0|
|6364261|,|CHECK VALVE VR27 W/O Base Body AquaBPlus|,|UN|,|0|
|6364311|,|VALVULA V10 AQUABPLUS|,|UN|,|0|
|6364321|,|FLOW METER AQUABPLUS|,|UN|,|0|
|6365211|,|MEMBRANA 4840 AQUABPLUS|,|UN|,|0|
|6365231|,|CHECK VALVE VR31S Bare AquaBPlus|,|UN|,|0|
|6365241|,|SET PUERTO TOMA DE MUESTRAS AGUA|,|UN|,|0|
|6365251|,|CONECTOR HIDRAULICO CON ACOPLO AQUAUNO|,|UN|,|0|
|6365451|,|EXTERNAL FLOW METER AQUABPLUS TOOLS|,|UN|,|0|
|6366021|,|JUNTA PLANA 11.5X5X3.6 EPDM|,|UN|,|0|
|6366031|,|Label Set *Aqua Uno* AQUAC UNO H|,|UN|,|0|
|6366261|,|SOFTWARE 3.20.2 SD-CARD AQUABPLUS|,|UN|,|0|
|6366351|,|ANGLE NOZZLE 90° CLAMP TO PEX AQUABPLUS|,|UN|,|0|
|6366381|,|Software 3.20.1 SD-Card aquac uno  H|,|UN|,|0|
|6367751|,|SOFTWARE 3.22 MICROSD-CARD AQUAC UNO H|,|UN|,|0|
|6400651|,|CANISTER SCREW CAP RED|,|UN|,|0|
|6400661|,|CANISTER SCREW CAP BLUE|,|UN|,|0|
|6401231|,|JUNTA TORICA 35X4.5 (PACKING UNIT 25)|,|UN|,|0|
|6401311|,|RELAY 1.5- 2.1 V|,|UN|,|0|
|6402441|,|RELAY 13V/2XU-10A|,|UN|,|0|
|6402681|,|P.C.B. GUIDE 4008|,|UN|,|0|
|6406981|,|TERMOFUSIBLE 109° FUENTE ALIMENTACIÓN|,|UN|,|0|
|6409191|,|JUNTA TORICA 8x2|,|UN|,|0|
|6413761|,|FUSE 5,0 A/T|,|UN|,|0|
|6415661|,|FUSIBLE SUPER RAPIDO 2.5A|,|UN|,|0|
|6415911|,|FUSE  4A/T|,|UN|,|0|
|6416401|,|ABRAZ. CLAMP INTERNA SENSORES  (D.U. 25)|,|UN|,|0|
|6416851|,|CANISTER CONNECTOR YELLOW CPL.|,|UN|,|0|
|6416891|,|CONECTOR LUER TOMA MUESTRAS 2008E|,|UN|,|0|
|6416911|,|CANISTER SCREW CAP|,|UN|,|0|
|6417591|,|O-RING 4.47 X 1.78|,|UN|,|0|
|6417761|,|RESISTOR 5,1 OHM-1%|,|UN|,|0|
|6419841|,|CONECTOR ROJO DIALIZADOR 2008/4008|,|UN|,|0|
|6419851|,|CONECTOR DEL DIALIZADOR AZUL|,|UN|,|0|
|6422851|,|INTERRUPTOR DEL CALENTADOR|,|UN|,|0|
|6422881|,|TAPA DETECTOR 22ML / NEW M349351|,|UN|,|0|
|6423911|,|MANGUERA DE DIALIZADOR 2008A/H/K|,|M|,|0|
|6424281|,|ABRAZAD. METAL D13.8  (10 UNID)|,|UN|,|0|
|6429511|,|ELECTROVALVULA|,|UN|,|0|
|6430141|,|LP-194-3 CONTROL BOMBAS repl.b.6462331|,|UN|,|0|
|6430301|,|FUSIBLE 3.15 A/T|,|UN|,|0|
|6430631|,|TORNILLO GUÍAS CHASIS 4008|,|UN|,|0|
|6430641|,|INTERCAMBIADOR DE CALOR 2008|,|UN|,|0|
|6431231|,|INSERCION PARA FIJACION M5X10/CHASIS4008|,|UN|,|0|
|6431241|,|WASHER|,|UN|,|0|
|6432761|,|TRANSDUCTOR DE PRESIÓN SCX15DNC|,|UN|,|0|
|6433561|,|FUSIBLE 1.25 A/T SHORT|,|UN|,|0|
|6435051|,|INTERRUPTOR POTENCIA|,|UN|,|0|
|6435131|,|BOMBILLA 28V/40mA|,|UN|,|0|
|6438791|,|FILTRO CARTUCHO ENTRADA AGUA 40008B/H/S*|,|UN|,|0|
|6439791|,|LENS WHITE (E)|,|UN|,|0|
|6439871|,|OPERATING HOURS INDICATOR 220V 50HZ|,|UN|,|0|
|6440021|,|P.C.B. 176-1|,|UN|,|0|
|6441621|,|PLETINA CONEXIONES ENTRADA/SALIDA AGUA|,|UN|,|0|
|6442901|,|CONTADOR HORAS 4008|,|UN|,|0|
|6443111|,|IC ARRAY ULN2068B|,|UN|,|0|
|6443161|,|COMP. ELECTR. IC-RAM 8K X 8 STATIC 4008|,|UN|,|0|
|6443361|,|FUSIBLE (SUBMINIATURE) T1 QA|,|UN|,|0|
